row,time,.lai.obs.val
0,2018-08-04T00:00:00,2.326818961
1,2018-08-05T00:00:00,2.326818961
2,2018-08-10T00:00:00,2.0709791159999997
3,2018-08-11T00:00:00,2.0709791159999997
4,2018-08-22T00:00:00,1.33023266
5,2018-08-23T00:00:00,1.33023266
6,2018-08-28T00:00:00,0.9056732190000001
7,2018-08-29T00:00:00,0.9056732190000001
8,2018-09-01T00:00:00,1.143319897
9,2018-09-02T00:00:00,1.143319897
10,2018-09-09T00:00:00,1.393760706
11,2018-09-10T00:00:00,1.393760706
12,2018-09-13T00:00:00,1.197898273
13,2018-09-14T00:00:00,1.197898273
14,2018-09-15T00:00:00,1.197898273
15,2018-09-28T00:00:00,0.7133253970000001
16,2018-09-29T00:00:00,0.7133253970000001
17,2018-09-30T00:00:00,0.864515441
18,2018-10-01T00:00:00,0.864515441
19,2018-10-08T00:00:00,0.982740458
20,2018-10-09T00:00:00,0.982740458
21,2018-10-18T00:00:00,0.6848644559999999
22,2018-10-19T00:00:00,0.6848644559999999
23,2018-10-22T00:00:00,0.982778622
24,2018-10-23T00:00:00,0.982778622
25,2018-10-26T00:00:00,0.9111174679999999
26,2018-10-27T00:00:00,0.9111174679999999
27,2018-10-30T00:00:00,0.657526309
28,2018-10-31T00:00:00,0.657526309
29,2018-11-07T00:00:00,0.806238169
30,2018-11-08T00:00:00,0.806238169
31,2018-11-13T00:00:00,0.874759167
32,2018-11-14T00:00:00,0.874759167
33,2018-11-21T00:00:00,0.8596277959999999
34,2018-11-22T00:00:00,0.8596277959999999
35,2018-12-06T00:00:00,0.72604597
36,2018-12-07T00:00:00,0.72604597
37,2018-12-12T00:00:00,0.8546848029999999
38,2018-12-13T00:00:00,0.8546848029999999
39,2018-12-24T00:00:00,0.8497482340000001
40,2018-12-25T00:00:00,0.8497482340000001
41,2018-12-26T00:00:00,0.7970134729999999
42,2018-12-27T00:00:00,0.7970134729999999
43,2019-01-05T00:00:00,0.8647560740000001
44,2019-01-06T00:00:00,0.8647560740000001
45,2019-01-13T00:00:00,1.029906562
46,2019-01-14T00:00:00,1.029906562
47,2019-01-15T00:00:00,0.859761335
48,2019-01-16T00:00:00,0.859761335
49,2019-01-17T00:00:00,0.932819113
50,2019-01-18T00:00:00,0.932819113
51,2019-02-02T00:00:00,1.770481125
52,2019-02-03T00:00:00,1.770481125
53,2019-02-08T00:00:00,2.222084565
54,2019-02-09T00:00:00,2.222084565
55,2019-02-16T00:00:00,1.750042661
56,2019-02-17T00:00:00,1.750042661
57,2019-02-18T00:00:00,1.750042661
58,2019-02-27T00:00:00,1.36233144
59,2019-02-28T00:00:00,1.36233144
60,2019-03-01T00:00:00,1.1845986179999999
61,2019-03-02T00:00:00,1.1845986179999999
62,2019-03-07T00:00:00,1.205497016
63,2019-03-08T00:00:00,1.205497016
64,2019-03-17T00:00:00,1.072963347
65,2019-03-18T00:00:00,1.072963347
66,2019-03-27T00:00:00,0.797219837
67,2019-03-28T00:00:00,0.797219837
68,2019-03-31T00:00:00,0.840139892
69,2019-04-01T00:00:00,0.840139892
70,2019-04-08T00:00:00,0.91687331
71,2019-04-09T00:00:00,0.91687331
72,2019-04-10T00:00:00,0.835287333
73,2019-04-11T00:00:00,0.835287333
74,2019-04-24T00:00:00,0.850045273
75,2019-04-25T00:00:00,0.850045273
76,2019-04-26T00:00:00,0.6464663079999999
77,2019-04-27T00:00:00,0.6464663079999999
78,2019-04-30T00:00:00,0.734862956
79,2019-05-01T00:00:00,0.734862956
80,2019-05-07T00:00:00,0.820875925
81,2019-05-08T00:00:00,0.820875925
82,2019-05-11T00:00:00,0.79732304
83,2019-05-12T00:00:00,0.79732304
84,2019-05-27T00:00:00,0.635320898
85,2019-05-28T00:00:00,0.635320898
86,2019-05-29T00:00:00,0.673431777
87,2019-05-30T00:00:00,0.673431777
88,2019-06-04T00:00:00,0.68531673
89,2019-06-05T00:00:00,0.68531673
90,2019-06-10T00:00:00,0.7655354529999999
91,2019-06-11T00:00:00,0.7655354529999999
92,2019-07-02T00:00:00,1.1050161729999999
93,2019-07-03T00:00:00,1.1050161729999999
94,2019-07-27T00:00:00,0.8162983979999999
95,2019-07-28T00:00:00,0.8162983979999999
96,2019-08-06T00:00:00,1.006779934
97,2019-08-07T00:00:00,1.006779934
98,2019-08-18T00:00:00,0.6934954609999999
99,2019-08-19T00:00:00,0.6934954609999999
100,2019-09-07T00:00:00,0.697587493
101,2019-09-08T00:00:00,0.697587493
102,2019-10-28T00:00:00,0.7482048509999999
103,2019-10-29T00:00:00,0.7482048509999999
104,2019-11-15T00:00:00,0.731011055
105,2019-11-16T00:00:00,0.731011055
106,2019-11-27T00:00:00,0.689668429
107,2019-11-28T00:00:00,0.689668429
108,2019-12-03T00:00:00,0.603203947
109,2019-12-04T00:00:00,0.603203947
110,2019-12-07T00:00:00,1.024892805
111,2019-12-08T00:00:00,1.024892805
112,2019-12-11T00:00:00,0.821396754
113,2019-12-12T00:00:00,0.821396754
114,2019-12-25T00:00:00,0.9725972620000001
115,2019-12-26T00:00:00,0.9725972620000001
116,2019-12-27T00:00:00,0.9725972620000001
117,2019-12-28T00:00:00,1.462242588
118,2019-12-29T00:00:00,1.462242588
119,2020-01-09T00:00:00,1.7113433340000002
120,2020-01-10T00:00:00,1.7113433340000002
121,2020-01-19T00:00:00,0.928380135
122,2020-01-20T00:00:00,0.928380135
123,2020-02-02T00:00:00,1.889618264
124,2020-02-03T00:00:00,1.889618264
125,2020-02-04T00:00:00,1.7518218509999999
126,2020-02-05T00:00:00,1.7518218509999999
127,2020-02-16T00:00:00,1.3877568480000002
128,2020-02-17T00:00:00,1.3877568480000002
129,2020-02-18T00:00:00,1.945550825
130,2020-02-19T00:00:00,1.945550825
131,2020-02-22T00:00:00,1.092952863
132,2020-02-23T00:00:00,1.092952863
133,2020-02-28T00:00:00,2.1860089819999997
134,2020-02-29T00:00:00,2.1860089819999997
135,2020-03-11T00:00:00,2.371825376
136,2020-03-12T00:00:00,2.371825376
137,2020-03-13T00:00:00,2.371825376
138,2020-03-26T00:00:00,1.701778181
139,2020-03-27T00:00:00,1.701778181
140,2020-03-28T00:00:00,1.061682767
141,2020-03-29T00:00:00,1.061682767
142,2020-04-07T00:00:00,2.244314269
143,2020-04-08T00:00:00,2.244314269
144,2020-04-11T00:00:00,1.151943448
145,2020-04-12T00:00:00,1.151943448
146,2020-04-23T00:00:00,2.135995537
147,2020-04-24T00:00:00,2.135995537
148,2020-04-25T00:00:00,0.775218235
149,2020-04-26T00:00:00,0.775218235
150,2020-05-01T00:00:00,1.228241806
151,2020-05-02T00:00:00,1.228241806
152,2020-05-05T00:00:00,0.70625084
153,2020-05-06T00:00:00,0.70625084
154,2020-05-11T00:00:00,0.807517631
155,2020-05-12T00:00:00,0.807517631
156,2020-05-25T00:00:00,1.879251281
157,2020-05-26T00:00:00,1.879251281
158,2020-06-03T00:00:00,1.6726335019999998
159,2020-06-04T00:00:00,1.6726335019999998
160,2020-06-05T00:00:00,1.480057301
161,2020-06-06T00:00:00,1.480057301
162,2020-06-09T00:00:00,1.4044822769999998
163,2020-06-10T00:00:00,1.4044822769999998
164,2020-06-23T00:00:00,1.049650847
165,2020-06-24T00:00:00,1.049650847
